Domains,Industry,Class,Employees,Discover - Events,Discover - Overall Score,Discover - Event Count
eissmann.com,Manufacturing,0,5000,,Excellent,0
poeppelmann.com,Manufacturing,0,2500,,Excellent,0
concordia.de,Insurance,0,995,,Excellent,0
kme.com,Manufacturing,0,3678,Date: 20/08/2023Type: merges_withEvent: KME merges with Spac.URL: https://www.marketscreener.com/news/latest/KME-Group-Unit-Agrees-to-Merge-Cunova-Business-with-US-listed-SPAC--44658958/,Good,1
ebz-group.com,Consumer Services,0,68,,Excellent,0
postbank.de,Finance,0,3000,,Good,0
aioinissaydowa.eu,Insurance,0,10000,,Good,0
klinikum-oldenburg.de,Healthcare Services,0,677,,Good,0
de.atu.eu,,0,,,Good,0
scholz-recycling.de,Manufacturing,0,516,,Good,0
VERIFONE.com,Finance,0,4500,,Good,0
sternpartner.de,Consumer Services,0,650,,Good,0
sebn.com,Manufacturing,0,39000,,Good,0
playmobil.de,Manufacturing,0,3418,,Good,0
ineoskoeln.de,Manufacturing,0,2200,,Good,0
regiocom.com,Business Services,0,3851,,Excellent,0
ctdi.eu,Business Services,0,12403,,Good,0
bauermedia.com,Holding Companies & Conglomerates,0,16000,Type: *** Discover Insider ***Event: Head Of Digital of Bauermedia told us they were looking into 'Services Client within the next 6-12 Months.,Excellent,0
ecclesia.de,Manufacturing,0,18,,Excellent,0
warema.de,Manufacturing,0,3217,,Good,0
stromnetz-hamburg.de,"Energy, Utilities & Waste",0,1163,,Good,0
bauer.de,Manufacturing,0,11966,Type: *** Discover Insider ***Event: Leiter Informationstechnologie of Bauer told us they were looking into 'Data management and protection within the next 3 - 6 months.,Excellent,0
renk.biz,Manufacturing,0,19,,Good,0
lvm.de,Insurance,0,338,,Good,0
autoscout24.com,Media & Internet,0,350,,Excellent,0
ofdka.bwl.de,,0,,,Good,0
itsg.de,Business Services,0,127,,Good,0
agcocorp.com,Manufacturing,0,25600,Type: *** Discover Insider ***Event: Director IT Infrastructure Operations of Agcocorp told us they were looking into 'Operational improvements within the next 3 - 6 months.,Excellent,0
zka.bund.de,Consumer Services,0,24,,Good,0
gemeinschaftskrankenhaus.de,Hospitals & Physicians Clinics,0,9,,Good,0
bergmannsheil.de,Hospitals & Physicians Clinics,0,14,,Good,0
baum-gruppe.com,Real Estate,0,9,,Good,0
zieglersche.de,Education,0,3358,,Good,0
inform-software.com,Software,0,850,Date: 19/07/2023Type: signs_new_clientEvent: Inform Software Corp signed new client Post on Jan 1st '22.URL: https://wofexpo.com/2023/07/31/austrian-post-has-selected-informs-yard-management-system-for-their-parcel-network/,Good,1
baekogruppenord.de,Consumer Services,0,1,Type: *** Discover Insider ***Event: Director of Baekogruppenord told us they were looking into ' Hardware refresh.,Good,0
socura.de,Consumer Services,0,229,,Good,0
tholg.thueringen.de,Government,0,20,,Good,0
dsdl.de,Construction,0,18,,Good,0
stockmeier.de,Manufacturing,0,147,,Good,0
heckler-koch-de.com,Consumer Services,0,41,,Good,0
sw-i.de,"Energy, Utilities & Waste",0,18,,Good,0
polizei.hessen.de,Government,0,19,,Good,0
duelmen.de,Government,0,39,,Good,0
anregiomed.de,Healthcare Services,0,12,,Good,0
mazars.de,Business Services,0,155,,Good,0
etogruppe.com,Consumer Services,0,1572,,Good,0
kk-es.de,Hospitals & Physicians Clinics,0,6,,Good,0
datasec.de,Consumer Services,0,28,,Good,0
jm.nrw.de,Organizations,0,37,,Good,0
stadtwerke-straubing.de,"Energy, Utilities & Waste",0,211,,Good,0
siguv.de,Hospitality,0,9,,Good,0
kps.com,Business Services,0,578,Type: *** Discover Insider ***Event: Head Of Information Technology of Kps told us they were looking into 'Cloud within the next 6-12 Months.,Excellent,0
kas.de,Education,0,333,,Good,0
mewa.de,Retail,0,3203,,Good,0
provitako.de,Business Services,0,12,,Good,0
ohb.de,Manufacturing,0,3000,,Good,0
Public,,0,,,Good,0
metzler.com,Finance,0,800,Type: *** Discover Insider ***Event: C Level of Metzler told us they were looking into ' Compliance or regulatory.,Excellent,0
klinikum-bayreuth.de,Hospitals & Physicians Clinics,0,11,,Good,0
eurodata.de,Consumer Services,0,29,,Good,0
gp-papenburg.de,Manufacturing,0,13,,Good,0
med.uni-jena.de,Consumer Services,0,682,,Good,0
lappgroup.com,Manufacturing,0,4650,,Good,0
bruker.de,Manufacturing,0,8525,,Good,0
stw-toelz.de,"Energy, Utilities & Waste",0,3,,Good,0
erhardt-leimer.com,Business Services,0,1600,,Good,0
wiwi.uni-jena.de,Consumer Services,0,682,,Good,0
ordinariat-muenchen.de,,0,,,Good,0
lotto-niedersachsen.de,Hospitality,0,64,,Good,0
rosenheim.de,Hospitality,0,12,,Good,0
bistum-eichstaett.de,Hospitals & Physicians Clinics,0,14,,Good,0
staedtler.de,Retail,0,24,,Good,0
madsack.de,Media & Internet,0,3524,,Excellent,0
kdz-ws.net,Government,0,18,,Good,0
lehrte.de,Business Services,0,4,Date: 29/08/2023Type: launchesEvent: Lehrte launched background article on the AKIT-PRO project on Aug 30th '23.URL: https://www.goetting-agv.com/news/2023/akit-autonomy-kit-emergency-vehicles,Good,1
ldi.rlp.de,Consumer Services,0,13,,Good,0
comramo.de,Consumer Services,0,91,,Good,0
neumarkt.de,Consumer Services,0,7,,Good,0
kls-lev.de,Business Services,0,25,,Good,0
swnh.de,"Energy, Utilities & Waste",0,7,,Good,0
emuge.de,Manufacturing,0,51,,Good,0
duerkopp-adler.com,Manufacturing,0,1600,,Excellent,0
regionalverband-saarbruecken.de,Government,0,2,,Good,0
mapal.com,Manufacturing,0,5000,Type: *** Discover Insider ***Event: CIO of Mapal told us they were looking into 'SaaS CRM data within the next 6-12 months.,Excellent,0
ratingen.de,Hospitality,0,11,,Good,0
kk-bottrop.de,Hospitals & Physicians Clinics,0,22,,Good,0
infraleuna.de,Manufacturing,0,27,,Good,0
edelmann.de,Hospitality,0,26,,Good,0
mhm.de,Construction,0,9,,Good,0
rauchmoebel.de,Manufacturing,0,10,,Good,0
hengst.de,,0,,,Good,0
dometic-waeco.de,Manufacturing,0,9,,Good,0
klinik-dueren.lvr.de,Hospitality,0,14,,Good,0
eko.de,Hospitals & Physicians Clinics,0,26,,Good,0
katholische-hospitalgesellschaft.de,,0,,,Good,0
klinikum-passau.de,Hospitals & Physicians Clinics,0,25,,Good,0
scherdel.de,Manufacturing,0,224,,Good,0
uni-potsdam.de,Consumer Services,0,75,,Good,0
lvb.de,Manufacturing,0,300,,Good,0
halberstadt.de,Hospitality,0,11,,Good,0
rki.de,Business Services,0,81,,Good,0
landwirtschaftskammer.com,,0,,,Good,0
hameln.de,Hospitality,0,6,,Good,0
bahlsen.com,Manufacturing,0,618,,Good,0
meisterwerke.com,Construction,0,27,,Good,0
alpenverein.de,Hospitality,0,13,,Good,0
polizei.thueringen.de,Consumer Services,0,14,,Good,0
berliner-feuerwehr.de,Government,0,73,,Good,0
landkreis-landshut.de,Government,0,19,,Good,0
landshut.de,Hospitality,0,31,,Good,0
tfa.brandenburg.de,Hospitality,0,43,,Good,0
hettich.com,Manufacturing,0,7400,"Type: *** Discover Insider ***Event: Information Technology Manager of Hettich, is interested in AWS Customer Reference Book - whitepaper in Australia.",Good,0
augsburg.de,Government,0,112,,Good,0
pd-lg.polizei-nds.de,Consumer Services,0,101,,Good,0
merseburg.de,Government,0,9,,Good,0
justiz.sachsen.de,Education,0,5,,Good,0
treuhand.de,Business Services,0,16,,Good,0
federn-brand.de,Manufacturing,0,1,,Good,0
ede.de,Retail,0,53,Type: *** Discover Insider ***Event: Project Manager IT of Ede told us they were looking into 'Cloud within the next 6-12 Months.,Good,0
bvg.de,Transportation,0,15830,Type: *** Discover Insider ***Event: Chief Information Officer CIO of Bvg told us they were looking into 'Outdates Patches.,Good,0
ev-heimstiftung.de,Consumer Services,0,61,,Good,0
mtk.org,Government,0,21,,Good,0
20210305093303930gruppe.de,,0,,,Good,0
it.niedersachsen.de,Business Services,0,1000,,Good,0
gfo-its.de,,0,,,Good,0
ewe.de,"Energy, Utilities & Waste",0,9575,,Good,0
sachsen-anhalt.de,Government,0,867,,Good,0
gkd-re.de,Consumer Services,0,6,,Good,0
sfh-muenster.de,Hospitals & Physicians Clinics,0,47,,Good,0
klinikum-karlsruhe.de,Organizations,0,71,,Good,0
hays.de,Business Services,0,653,Type: *** Discover Insider ***Event: Teamleiterin Bereich Banking IT Finance Temp of Hays told us they were looking into 'Compliance or regulatory within the next 6 - 9 months.,Good,0
regensburg.de,Consumer Services,0,122,,Good,0
swhd.de,"Energy, Utilities & Waste",0,1085,,Good,0
pkv.de,Insurance,0,12,,Good,0
stadt-hof.de,Consumer Services,0,17,,Good,0
tlrz.thueringen.de,Business Services,0,22,,Good,0
zit-bb.brandenburg.de,Consumer Services,0,32,,Good,0
itdz-berlin.de,Consumer Services,0,117,,Good,0
cornelsen.de,Education,0,1788,,Excellent,0
kkrn.de,Hospitals & Physicians Clinics,0,3000,,Good,0
bcw-gruppe.de,Business Services,0,14,,Good,0
hermosbgh.com,,0,,,Good,0
landratsamt-heilbronn.de,Government,0,4,,Good,0
bgv-trier.de,,0,,,Good,0
hoexter.de,Business Services,0,8,,Good,0
staatstheater-hannover.de,Hospitality,0,6,,Good,0
zufall.de,Transportation,0,523,,Good,0
bioscientia.de,Hospitals & Physicians Clinics,0,65,,Good,0
stadtwerke-passau.de,"Energy, Utilities & Waste",0,9,,Good,0
kvhb.de,Hospitality,0,4,,Good,0
ogm.de,Hospitality,0,24,,Good,0
stadtwerke-weiden.de,"Energy, Utilities & Waste",0,13,,Good,0
ubbremen.de,,0,,,Good,0
gesundheit-nordhessen.de,Holding Companies & Conglomerates,0,16,,Good,0
hama.de,Retail,0,2057,Type: *** Discover Insider ***Event: Head Of Information Technology of Hama told us they were looking into 'Vmware - Workspace ONE within the next 6-12 Months.,Good,0
mdk-bayern.de,Hospitals & Physicians Clinics,0,463,,Good,0
bos.sachsen.de,Consumer Services,0,13,,Good,0
medi.de,Manufacturing,0,94,Type: *** Discover Insider ***Event: Head Of IT Operations of Medi told us they were looking into 'Data protection against Cyberthreats within the next 9 - 12 months.,Good,0
krankenhaus-winsen.de,Hospitals & Physicians Clinics,0,6,,Good,0
uhlmann.de,Real Estate,0,1650,,Good,0
vdi.de,Organizations,0,118,,Good,0
klinikum-ingolstadt.de,Hospitality,0,609,,Good,0
lotto-hessen.de,Hospitality,0,22,,Good,0
pilz.de,Manufacturing,0,2500,Type: *** Discover Insider ***Event: Manager Test Infrastructure of Pilz told us they were looking into 'Infrastructure Solutions within the next 6-12 Months.,Good,0
kisa.it,Business Services,0,7,,Excellent,0
regionalgas.de,Retail,0,20,,Good,0
hannit.de,Consumer Services,0,20,,Good,0
kdo.de,Consumer Services,0,14,,Good,0
stadt-spremberg.de,Organizations,0,9,,Good,0
stadtwerke-garbsen.de,Transportation,0,6,,Good,0
lsw.de,"Energy, Utilities & Waste",0,193,,Good,0
asmodee.com,Manufacturing,0,151,,Good,0
bigdutchman.com,Manufacturing,0,3400,,Good,0
zedach.eu,Retail,0,15,,Good,0
fuerth.de,Real Estate,0,57,,Good,0
gegenbeauer.de,,0,,,Good,0
schmittergroup.de,Manufacturing,0,32,,Good,0
swisskrono.com,Manufacturing,0,3410,,Good,0
kdn.de,Business Services,0,7,,Good,0
mags.nrw,Organizations,0,16,,Good,0
kopart.de,,0,,,Good,0
upm.es,Education,0,2402,Date: 08/10/2023Type: launchesEvent: Universidad Politécnica de Madrid launched Vega launcher on Sep 1st '20.URL: https://ec.europa.eu/commission/presscorner/detail/en/ip_23_4814,Good,1
diba.cat,Government,0,2831,,Good,0
scsalud.es,Hospitals & Physicians Clinics,0,26,,Good,0
guascor.com,Manufacturing,0,266,,Good,0
amplexor.com,Software,0,2000,,Good,0
iberpotash.com,,0,,,Good,0
elpozo.com,Retail,0,6400,,Good,0
vw-navarra.es,Retail,0,2751,,Good,0
munimadrid.es,Government,0,34,,Good,0
gategourmet.com,Business Services,0,80,"Type: *** Discover Insider ***Event: Senior Regional IT Manager APAC ME of Gategourmet, is interested in Microsoft Azure Customer Reference Book - whitepaper in Singapore.",Good,0
elecnor.es,,0,,,Good,0
roca.net,,0,,,Good,0
grupogss.com,Media & Internet,0,175,,Good,0
chsj.min-saude.pt,Consumer Services,0,102,,Good,0
es.michelin.com,Manufacturing,0,125000,,Good,0
nmisa.es,,0,,,Good,0
mediapostgroup.es,Business Services,0,893,,Good,0
siemens-enterprise.com,Business Services,0,219,,Good,0
grupomarktel.com,Business Services,0,4,,Good,0
eurofirms.es,Business Services,0,757,,Good,0
tap.pt,Transportation,0,914,,Good,0
standardhidraulica.com,Manufacturing,0,137,,Good,0
udg.edu,Education,0,39,,Good,0
contactcenterbpo.ilunion.com,Hospitality,0,3210,,Good,0
iberia.amcnetworks.com,Media & Internet,0,1948,,Good,0
quickmeals.es,,0,,,Good,0
cbsa.cat,Real Estate,0,87,,Good,0
capsafood.com,Retail,0,1068,,Good,0
caixagalicia.es,Finance,0,89,,Good,0
uvigo.es,Education,0,489,,Good,0
sevilla.org,Real Estate,0,28,,Good,0
cuatrecasas.com,Law Firms & Legal Services,0,1600,,Good,0
puig.es,,0,,,Good,0
upc.edu,Education,0,5597,Type: *** Discover Insider ***Event: IT Project Manager System Administrator of Upc told us they were looking into 'Operational improvements within the next 9 - 12 months.,Good,0
energia.eiffage.es,"Energy, Utilities & Waste",0,1329,,Good,0
uib.es,Education,0,565,,Good,0
grupogureak.com,Construction,0,66,,Good,0
salud-juntaex.es,,0,,,Good,0
finsa.es,Manufacturing,0,1565,,Good,0
santpau.cat,Hospitals & Physicians Clinics,0,1649,,Good,0
itp.es,,0,,,Good,0
kpmg.es,Business Services,0,403,Type: *** Discover Insider ***Event: Manager Information Technology Advisory of Kpmg told us they were looking into 'moving to cloud within the next 6 - 9 months.,Good,0
viena.cat,,0,,,Good,0
ujaen.es,Business Services,0,660,"Date: 04/07/2023Type: partners_withEvent: Propanc Biopharma, Inc. partnered with University of Jaén on Nov 14th '20.URL: https://www.businesswire.com/news/home/20201214005278/en/Propanc-Biopharma-Provides-Shareholder-UpdateDate: 16/04/2023Type: Partners WithEvent: Kipp & Zonen partners with University of Jaén.URL: https://www.kippzonen.com/News/1094/Join-OTT-HydroMet-Kipp-Zonen-and-The-University-of-Jaen-in-Creating-a-Comprehensive-European-Dust-Profile-Database-Using-The-DustIQDate: 16/04/2023Type: Partners WithEvent: OTT HydroMet Corp. partners with University of Jaén.URL: https://www.environmental-expert.com/news/join-ott-hydromet-and-kipp-zonen-and-the-university-of-jaen-in-creating-a-comprehensive-european-dus-1106641",Good,3
gruposegur.com,Business Services,0,57,,Good,0
tersa.cat,"Energy, Utilities & Waste",0,27,,Good,0
durofelguera.com,Construction,0,1966,,Good,0
accenture.com,Manufacturing,0,738000,Type: *** Discover Insider ***Event: Manager of Accenture told us they were looking into ' Organizational change.,Excellent,0
gijon.es,Government,0,4198,,Good,0
emasa.es,"Energy, Utilities & Waste",0,2898,,Good,0
ayto-murcia.es,"Energy, Utilities & Waste",0,43,,Good,0
teixeiraduarte.pt,Business Services,0,11000,,Good,0
novobancosi.pt,,0,,,Good,0
ercros.es,Manufacturing,0,1321,"Date: 05/03/2023Type: expands_facilitiesEvent: Ercros SA expands facilities to Tarragona, Spain.URL: https://www.process-worldwide.com/ercros-launches-new-gas-treatment-plant-in-spain-a-e2bacb4ca257aef4e32d7d37014da6c8/",Good,1
asispa.org,Healthcare Services,0,3959,,Good,0
maxam-corp.com,,0,,,Good,0
nutreco.com,Manufacturing,0,11000,Type: *** Discover Insider ***Event: IT Director Global IT Services of Nutreco told us they were looking into 'Compliance or regulatory within the next 6 - 9 months.,Good,0
ugr.es,Education,0,425,,Excellent,0
vidrala.com,Manufacturing,0,3319,,Good,0
ferrergrupo.com,Manufacturing,0,76,,Good,0
vectorsf.com,,0,,,Good,0
incarlopsa.es,Agriculture,0,3996,,Good,0
phonehouse.es,Telecommunications,0,22,,Good,0
bcn.cat,Hospitality,0,10,,Good,0
esmalglass.es,,0,,,Good,0
csi.cat,Hospitals & Physicians Clinics,0,2107,,Good,0
ALTRAN.ES,Business Services,0,20,,Good,0
bancajahabitat.es,Real Estate,0,3,,Good,0
conselldemallorca.net,Real Estate,0,206,,Good,0
sener.es,,0,,,Good,0
fornes.net,,0,,,Good,0
power-electronics.com,Manufacturing,0,2500,,Good,0
isgf.es,Business Services,0,813,,Good,0
veiasa.es,Consumer Services,0,199,,Good,0
cm-amadora.pt,Construction,0,579,,Good,0
torres.es,Manufacturing,0,384,,Good,0
deusto.es,Business Services,0,83,,Good,0
cm-funchal.pt,Government,0,31,,Good,0
urbaser.es,Business Services,0,23,,Good,0
sanofi.es,Manufacturing,0,21,,Good,0
media-saturn.com,Manufacturing,0,53000,,Good,0
usal.es,Education,0,155,,Good,0
pozuelodealarcon.org,Government,0,69,,Good,0
fam.ulusiada.pt,Education,0,707,,Good,0
anaya.es,Retail,0,2026,,Good,0
cag.es,Retail,0,663,,Good,0
caf.net,Manufacturing,0,11903,,Good,0
panamar.es,,0,,,Good,0
trablisa.es,Business Services,0,32,,Good,0
chlc.min-saude.pt,Business Services,0,293,,Good,0
coruna.es,Business Services,0,20,,Good,0
martinavarro.es,Agriculture,0,88,,Good,0
simon.es,Manufacturing,0,17,,Good,0
abertistelecom.com,Telecommunications,0,40,,Good,0
cm-lisboa.pt,Government,0,14,,Good,0
valencia.es,Government,0,680,,Good,0
urjc.es,Education,0,145,Date: 13/06/2023Type: partners_withEvent: BEONx partners with Universidad Rey Juan Carlos.URL: https://www.beonx.com/press-events/beonx-collaborates-with-universidad-rey-juan-carlos-in-research-to-improve-hotel-performance/,Good,1
quironprevencion.com,Business Services,0,425,,Good,0
sacyr.com,Construction,0,44629,Type: *** Discover Insider ***Event: Manager of Sacyr told us they were looking into ' Compliance or regulatory.,Good,0
ericcson.es,,0,,,Good,0
grupoantolin.com,Manufacturing,0,25000,Date: 26/07/2023Type: launchesEvent: Antolín Group. launches Polyurethane (PU) Headliner Substrate.URL: https://www.energyportal.eu/news/global-automotive-headliner-oe-market-set-to-reach-12-34-billion-in-2023-with-impressive-cagr-of-6/97810/Date: 03/07/2023Type: LaunchesEvent: Antolín Group. launches Innovative Upper Trim concept.URL: https://www.globenewswire.com/news-release/2023/07/04/2699132/0/en/Automotive-Overhead-Console-Market-Size-Share-Revenue-Trends-And-Drivers-For-2023-2032-As-Per-The-Business-Research-Company-s-Automotive-Overhead-Console-Global-Market-Report-2023.htmlDate: 02/03/2023Type: LaunchesEvent: Antolín Group. launched smart cockpit system on Feb 1st '18.URL: https://www.digitaljournal.com/pr/news/automotive-hmi-human-machine-interface-market-growing-massively-by-2023-to-2029-major-players-continental-delphi-valeo-synapticsDate: 02/02/2023Type: LaunchesEvent: Antolín Group. launches Vivar.URL: https://www.innovationintextiles.com/natural-progression-at-grupo-antolin/Date: 09/01/2023Type: Partners WithEvent: Trinamix Inc. partnered with Antolín Group. on Sep 1st '23.URL: https://www.biometricupdate.com/202301/ces-biometrics-and-ai-vision-for-autos-take-the-spotlight,Good,5
