Domains,Industry,Event Count,Discover - Overall Score
sonova.com,Manufacturing,0,Excellent
aviva.com,Finance,5,Excellent
veoneer.com,Manufacturing,5,Excellent
atlascopco.com,Manufacturing,5,Good
glendimplex.com,Manufacturing,0,Excellent
boi.com,Finance,0,Good
aleris.se,Health Care,0,Good
adeccogroup.com,Business Services,0,Excellent
groupm.com,Business Services,5,Good
applus.com,Manufacturing,2,Good
northerntrust.com,Finance,0,Good
euromaster.com,Manufacturing,0,Good
dnb.no,Finance,0,Good
upm.com,Manufacturing,5,Good
perrigo.com,Manufacturing,5,Good
op.fi,Finance,0,Good
andritz.com,Manufacturing,5,Excellent
barco.com,Manufacturing,5,Excellent
fexco.com,Finance,5,Good
irishlife.ie,Legal Services,5,Good
revolut.com,Finance,5,Excellent
uniphar.ie,Health Care,0,Good
swissre.com,Legal Services,5,Excellent
computershare.com,Finance,0,Good
version1.com,Computer and Technology,3,Excellent
dell.com,Computer and Technology,5,Excellent
ferring.com,Health Care,5,Good
prem-hospitality.com,Entertainment,0,Good
ch.abb.com,Manufacturing,0,Good
backbase.com,Computer and Technology,0,Booster activated
ucb.com,Health Care,5,Excellent
bnpparibasfortis.com,Finance,1,Good
biogen.com,Health Care,5,Good
primetals.com,Manufacturing,5,Good
bekaert.com,Manufacturing,5,Excellent
avh.be,Finance,0,Excellent
agfa.com,Retail,5,Excellent
materprivate.ie,Health Care,3,Good
citco.com,Finance,0,Excellent
scor.com,Legal Services,5,Good
pimco.com,Finance,5,Excellent
mckesson.eu,Health Care,0,Good
ivytech.com,Computer and Technology,0,Good
amundi.com,Finance,5,Good
virtue.ie,Health Care,0,Good
abbott.com,Health Care,5,Good
six-group.com,Finance,2,Booster activated
jsafrasarasin.com,Finance,0,Good
suva.ch,Legal Services,0,Good
siegfried.ch,Health Care,0,Excellent
bnymellon.com,Finance,0,Good
schroders.com,Finance,5,Excellent
centerparcs.co.uk,Entertainment,0,Excellent
ccf.org,Health Care,0,Good
atos.net,Computer and Technology,5,Excellent
ubs.com,Finance,5,Excellent
hays.com,Business Services,0,Good
axa.com,Finance,5,Good
lseg.com,Finance,5,Excellent
hilton.com,Entertainment,0,Good
rbccm.com,Finance,0,Good
vitality.co.uk,Finance,1,Excellent
soprasteria.com,Computer and Technology,5,Excellent
icbcstandard.com,Finance,0,Good
willistowerswatson.com,Finance,0,Good
aegon.co.uk,Finance,5,Good
nhs.net,Health Care,5,Good
xerox.com,Computer and Technology,0,Good
mfsadmin.com,Finance,0,Good
serco.com,Computer and Technology,5,Excellent
twobirds.com,Business Services,4,Excellent
rbh.nhs.uk,Health Care,0,Good
equiniti.com,Finance,0,Good
aveva.com,Computer and Technology,5,Excellent
credit-suisse.com,Finance,5,Excellent
jpmorgan.com,Finance,5,Good
megger.com,Manufacturing,4,Excellent
transunion.com,Computer and Technology,5,Good
closebrothers.com,Finance,1,Excellent
asurion.com,Computer and Technology,0,Good
thelondonclinic.co.uk,Health Care,0,Excellent
nhs.uk,Health Care,0,Excellent
uk.ey.com,Finance,0,Good
thg.com,Computer and Technology,0,Good
man.com,Finance,0,Good
ocado.com,Computer and Technology,5,Good
tgh.nhs.uk,Health Care,0,Good
capgemini.com,Computer and Technology,5,Excellent
rmh.nhs.uk,Health Care,0,Good
socgen.com,Finance,5,Good
liveperson.com,Computer and Technology,0,Good
slatergordon.co.uk,Business Services,0,Excellent
landg.com,Finance,0,Good
ironmountain.co.uk,Computer and Technology,0,Good
chubb.com,Legal Services,5,Excellent
db.com,Finance,5,Excellent
giantgroup.com,Computer and Technology,0,Good
robertwalters.com,Business Services,0,Good
marsh.com,Legal Services,5,Good
smith-nephew.com,Manufacturing,5,Excellent
ardaghgroup.com,Manufacturing,5,Excellent
rathbones.com,Finance,5,Excellent
relx.com,Computer and Technology,0,Good
beazley.com,Legal Services,5,Excellent
emc.com,Computer and Technology,0,Good
canon-europe.com,Computer and Technology,0,Good
mayerbrown.com,Business Services,0,Good
allenovery.com,Business Services,5,Excellent
saga.co.uk,Finance,0,Excellent
fujitsu.com,Computer and Technology,5,Excellent
royallondon.com,Finance,1,Excellent
emishealth.com,Computer and Technology,1,Excellent
natixis.com,Finance,0,Good
hl.co.uk,Finance,5,Good
farfetch.com,Computer and Technology,5,Excellent
capita.co.uk,Computer and Technology,0,Good
broadcom.com,Manufacturing,5,Good
adobe.com,Computer and Technology,0,Good
capco.com,Finance,0,Excellent
tilney.co.uk,Finance,0,Good
avanade.com,Computer and Technology,0,Good
siemens.com,Manufacturing,5,Excellent
deliveroo.co.uk,Computer and Technology,5,Excellent
osb.co.uk,Finance,5,Excellent
sc.com,Finance,5,Excellent
cabotcm.com,Finance,0,Good
pinsentmasons.com,Business Services,5,Good
vistra.com,Finance,0,Good
ge.com,Manufacturing,5,Excellent
circlehealth.co.uk,Health Care,0,Good
dechra.com,Health Care,5,Good
blackadders.co.uk,Business Services,0,Good
blackberry.com,Computer and Technology,5,Good
provident.co.uk,Finance,0,Good
fisglobal.com,Computer and Technology,0,Good
uk.glory-global.com,Computer and Technology,0,Good
edmgroup.com,Computer and Technology,0,Good
zellis.com,Computer and Technology,4,Good
hiscox.com,Legal Services,5,Excellent
dentons.com,Business Services,5,Good
capitalone.com,Finance,0,Good
smiths.com,Manufacturing,5,Excellent
admiralgroup.co.uk,Finance,2,Excellent
tradition.com,Finance,0,Excellent
uclouvain.be,Health Care,0,Good
orpea.be,Health Care,0,Good
belfius.be,Finance,0,Good
smurfitkappa.be,Manufacturing,0,Good
pwc.be,Finance,5,Good
roberthalf.be,Business Services,0,Good
euroclear.com,Finance,5,Excellent
pwc.com,Finance,5,Excellent
lombardodier.com,Finance,0,Good
dllgroup.com,Finance,1,Excellent
rbcits.com,Finance,0,Good
techdata.ch,Computer and Technology,0,Good
talend.com,Computer and Technology,0,Good
hsbc.com,Finance,5,Excellent
ic24.nhs.uk,Health Care,0,Good
genpact.com,Computer and Technology,0,Good
kpmg.co.uk,Finance,2,Good
nhstayside.scot.nhs.uk,Health Care,0,Good
uk.nttdata.com,Computer and Technology,0,Good
accenture.com,Computer and Technology,5,Excellent
ihsmarkit.com,Computer and Technology,1,Booster activated
aramark.com,Entertainment,5,Booster activated
unisys.com,Computer and Technology,5,Excellent
enstargroup.com,Legal Services,0,Excellent
planet-pharma.co.uk,Business Services,0,Good
moodys.com,Finance,5,Booster activated
theivy-collection.com,Entertainment,0,Good
experis.co.uk,Business Services,0,Good
degroofpetercam.com,Finance,0,Excellent
tessenderlo.com,Manufacturing,0,Booster activated
cegeka.com,Computer and Technology,2,Excellent
handelsbanken.com,Finance,0,Good
devoteam.com,Computer and Technology,5,Excellent
ledvance.com,Manufacturing,2,Excellent
danskebank.com,Finance,5,Excellent
athora.com,Legal Services,5,Excellent
sogeti.com,Computer and Technology,5,Excellent
topicus.nl,Computer and Technology,0,Good
ogd.nl,Computer and Technology,0,Good
raiffeisen.ch,Finance,0,Good
centric.eu,Computer and Technology,0,Good
europeandentalgroup.eu,Health Care,0,Good
gjensidige.no,Legal Services,0,Excellent
lansforsakringar.se,Legal Services,0,Excellent
klarna.com,Finance,5,Excellent
medela.com,Manufacturing,5,Excellent
sita.aero,Computer and Technology,5,Good
zuehlke.com,Computer and Technology,4,Excellent
nomura.com,Finance,5,Excellent
softwareone.com,Computer and Technology,4,Excellent
leo-pharma.com,Health Care,4,Excellent
basic-fit.nl,Entertainment,0,Good
mediq.com,Health Care,2,Good
soderbergpartners.se,Finance,0,Good
tmceurope.com,Business Services,0,Good
colt.net,Computer and Technology,1,Excellent
be.ey.com,Finance,0,Good
careers.allianz.com,Finance,0,Good
gsk.com,Health Care,5,Booster activated
dxc.com,Computer and Technology,5,Good
grundfos.com,Manufacturing,5,Excellent
hilti.com,Manufacturing,0,Good
ericsson.com,Computer and Technology,5,Booster activated
westpharma.com,Health Care,5,Booster activated
leo-pharma.ie,Health Care,0,Good
muh.ie,Health Care,0,Good
goodyear.com,Aviation,5,Excellent
edmond-de-rothschild.com,Finance,5,Good
statestreet.com,Finance,5,Excellent
ametek.com,Manufacturing,5,Excellent
nets.eu,Finance,1,Excellent
wipro.com,Computer and Technology,5,Excellent
vibegroup.nl,Business Services,0,Good
cognizant.com,Computer and Technology,1,Excellent
tcs.com,Computer and Technology,5,Excellent
ossur.com,Manufacturing,0,Good
asml.com,Manufacturing,5,Excellent
ing.nl,Finance,0,Excellent
metsagroup.com,Manufacturing,5,Good
arroweurope.com,Computer and Technology,0,Good
onepartnergroup.se,Business Services,0,Good
olympus-europa.com,Manufacturing,0,Good
kpfilms.com,Manufacturing,5,Good
cytiva.com,Health Care,0,Good
cordis.com,Manufacturing,0,Good
ricoh-europe.com,Computer and Technology,0,Good
ebury.com,Finance,0,Excellent
kantar.com,Business Services,5,Excellent
checkout.com,Finance,5,Excellent
finastra.com,Finance,5,Excellent
troi.io,Computer and Technology,0,Good
iqvia.com,Health Care,5,Excellent
calyx.ai,Business Services,0,Excellent
tajhotels.com,Entertainment,0,Excellent
marel.com,Manufacturing,5,Excellent
mastercard.com,Computer and Technology,5,Good
deutsche-boerse.com,Finance,5,Excellent
glhhotels.com,Entertainment,0,Excellent
whitbread.com,Entertainment,0,Good
bt.com,Computer and Technology,5,Excellent
avnet.com,Computer and Technology,5,Booster activated
euromoneyplc.com,Computer and Technology,0,Good
next.co.uk,Manufacturing,4,Good
ig.com,Finance,5,Good
marriott.com,Entertainment,0,Good
fabrinet.co.uk,Manufacturing,0,Good
pierre-fabre.com,Health Care,5,Good
falck.com,Health Care,1,Excellent
kornferry.com,Business Services,5,Good
man-es.com,Manufacturing,5,Good
teradata.com,Computer and Technology,5,Excellent
volarisgroup.com,Computer and Technology,3,Booster activated
citigroup.com,Finance,5,Excellent
udghealthcare.com,Health Care,0,Excellent
rijnstate.nl,Health Care,0,Good
worldline.com,Computer and Technology,5,Excellent
lumileds.com,Manufacturing,0,Excellent
aegon.com,Finance,0,Excellent
bayer.com,Manufacturing,5,Booster activated
here.com,Computer and Technology,5,Excellent
nttdata.com,Computer and Technology,5,Excellent
umcg.nl,Health Care,0,Good
zimmerbiomet.com,Manufacturing,5,Booster activated
airliquide.com,Manufacturing,5,Excellent
rabobank.com,Finance,5,Excellent
yource-group.com,Business Services,0,Good
swisslife.ch,Finance,0,Good
roche.com,Health Care,5,Excellent
landisgyr.com,Manufacturing,5,Excellent
stadlerrail.com,Manufacturing,0,Excellent
sandoz.com,Health Care,5,Excellent
jnj.com,Health Care,5,Excellent
intertrustgroup.com,Finance,2,Excellent
abacusmedicine.com,Health Care,0,Excellent
alkermes.com,Health Care,1,Excellent
beaumont.ie,Health Care,0,Excellent
axa.lu,Legal Services,0,Good
ibm.com,Computer and Technology,5,Good
sobi.com,Health Care,1,Excellent
sandvik.com,Manufacturing,2,Good
oriola.com,Health Care,0,Good
partnerre.com,Legal Services,2,Excellent
bobst.com,Manufacturing,1,Excellent
clario.com,Health Care,0,Good
swisslife-am.com,Finance,0,Good
ksb.ch,Health Care,0,Good
mediacom.com,Marketing,5,Excellent
kellyservices.ch,Business Services,0,Excellent
starrcompanies.com,Legal Services,1,Excellent
regionh.dk,Health Care,0,Good
tevapharm.com,Health Care,5,Good
telenor.com,Computer and Technology,2,Excellent
howden.com,Manufacturing,5,Booster activated
ifdsgroup.com,Finance,0,Excellent
affidea.com,Health Care,0,Excellent
mercer.com,Business Services,5,Good
scotiabank.com,Finance,5,Booster activated
fidelityinternational.com,Finance,3,Good
kroll.com,Business Services,5,Excellent
ulsterbank.com,Finance,0,Good
westernunion.com,Finance,5,Booster activated
arrow.com,Computer and Technology,5,Excellent
commbank.com.au,Finance,0,Good
creditaccess.com,Finance,0,Good
worldline.com,Finance,5,Excellent
microsoft.com,Computer and Technology,5,Good
prysmiangroup.com,Manufacturing,5,Excellent
salesforce.com,Computer and Technology,5,Excellent
thalesgroup.com,Computer and Technology,5,Good
eriks.com,Manufacturing,0,Good
opple.com,Manufacturing,0,Good
tmf-group.com,Finance,2,Good
abb.com,Manufacturing,5,Good
bms.com,Health Care,5,Booster activated
honeywell.com,Manufacturing,5,Excellent
internationalsos.com,Health Care,0,Good
hirslanden.ch,Health Care,0,Good
cgi.com,Computer and Technology,4,Good
siemens.com,Computer and Technology,5,Excellent
beaconhospital.ie,Health Care,0,Good
mercuryeng.com,Manufacturing,5,Excellent
mckesson.com,Health Care,5,Booster activated
bbh.com,Finance,5,Booster activated
booking.com,Computer and Technology,5,Excellent
borealisgroup.com,Manufacturing,0,Excellent
sharpservices.com,Health Care,0,Good
wppg.com,Manufacturing,0,Excellent
spie.com,Computer and Technology,5,Good
volvogroup.com,Manufacturing,5,Good
volvocars.com,Manufacturing,5,Excellent
eltelnetworks.com,Computer and Technology,0,Good
avasad.ch,Health Care,0,Good
ca-indosuez.ch,Finance,0,Good
kistler.com,Manufacturing,2,Good
nobelbiocare.com,Manufacturing,0,Good
st.com,Manufacturing,5,Excellent
aflglobal.com,Computer and Technology,5,Good
allianz.co.uk,Legal Services,0,Good
axis.com,Computer and Technology,4,Excellent
blackstone.com,Finance,5,Booster activated
discovery-park.co.uk,Health Care,4,Good
infineum.com,Manufacturing,5,Excellent
kainos.com,Computer and Technology,0,Excellent
linklaters.com,Business Services,5,Excellent
motorline.co.uk,Manufacturing,0,Good
nesgt.com,Business Services,0,Excellent
pertemps.co.uk,Business Services,0,Good
skyscanner.net,Computer and Technology,3,Good
doylecollection.com,Entertainment,1,Excellent
wilsonhcg.com,Business Services,4,Good
aig.com,Legal Services,5,Excellent
americanexpress.com,Finance,5,Excellent
bt.com,Computer and Technology,5,Excellent
glenmarkpharma.com,Health Care,4,Booster activated
hitachi-eu.com,Manufacturing,0,Good
jabil.com,Manufacturing,5,Excellent
oracle.com,Computer and Technology,0,Good
syneoshealth.com,Health Care,5,Booster activated
thermofisher.com,Manufacturing,5,Excellent
thomascook.com,Entertainment,1,Excellent
ubisoft.com,Computer and Technology,5,Booster activated
virtusa.com,Computer and Technology,2,Booster activated
euronetworldwide.com,Finance,5,Excellent
harting.com,Manufacturing,2,Excellent
caffenero.com,Entertainment,5,Good
howdengroup.com,Legal Services,5,Excellent
iqpc.com,Business Services,0,Good
sciensus.com,Health Care,0,Good
vodafone.com,Computer and Technology,5,Excellent
wba.com,Health Care,0,Good
bauermedia.dk,Marketing,0,Good
ramboll.com,Engineering,4,Excellent
abbvie.com,Health Care,5,Booster activated
schaeffler.com,Manufacturing,0,Good
shell.com,Manufacturing,5,Booster activated
yanmar.com,Manufacturing,5,Good
vanderlande.com,Manufacturing,4,Excellent
chrobinson.com,Information Technology,5,Booster activated
cevalogistics.com,Information Technology,5,Excellent
bt.com,Information Technology,5,Excellent
gea.com,Manufacturing,0,Good
akersolutions.com,Manufacturing,5,Excellent
sweco.no,Engineering,0,Good
jotun.com,Manufacturing,0,Good
sweco.se,Engineering,1,Excellent
teliacompany.com,Information Technology,2,Excellent
kuka.se,Manufacturing,0,Good
toyota-industries.eu,Information Technology,0,Good
volvo.com,Manufacturing,5,Good
scania.com,Manufacturing,5,Excellent
landisgyr.com,Manufacturing,5,Excellent
omya.com,Manufacturing,0,Good
wika.com,Manufacturing,0,Good
lonza.com,Computer and Technology,0,Good
flsmidth.com,Manufacturing,5,Excellent
sage.com,Computer and Technology,5,Excellent
emerson.com,Manufacturing,5,Excellent
assaabloy.com,Retail,5,Booster activated
uk.zurich.com,Legal Services,0,Good
woodgroup.com,Manufacturing,0,Good
ipgmediabrands.com,Marketing,0,Good
riotinto.com,Manufacturing,5,Excellent
bbc.co.uk,Marketing,5,Good
kfc.com,Food and Beverage,0,Good
fil.com,Finance,0,Good
zsassociates.com,Business Services,0,Good
vodafone.com,Information Technology,5,Excellent
cygnethealth.co.uk,Health Care,0,Excellent
itvplc.com,Marketing,0,Excellent
bain.com,Business Services,5,Booster activated
munichre.com,Legal Services,0,Excellent
eu.equinix.com,Marketing,0,Good
altran.com,Computer and Technology,0,Good
libertyglobal.com,Information Technology,5,Booster activated
dhl.com,Information Technology,5,Excellent
allegisgroup.com,Business Services,3,Booster activated
tfl.gov.uk,Information Technology,5,Excellent
laingorourke.com,Engineering,5,Excellent
starbucks.com,Retail,5,Booster activated
bp.com,Manufacturing,3,Good
bnpparibas.com,Legal Services,0,Good
technipfmc.com,Manufacturing,5,Good
clearchannel.co.uk,Marketing,0,Good
heidrick.com,Business Services,5,Excellent
colt.net,Information Technology,1,Excellent
kazminerals.com,Manufacturing,0,Good
verint.com,Computer and Technology,5,Booster activated
ajg.com,Legal Services,5,Excellent
kcadeutag.com,Manufacturing,5,Excellent
itv.com,Marketing,5,Good
turner.com,Marketing,0,Good
verifone.com,Finance,5,Booster activated
kraftheinzcompany.com,Food and Beverage,5,Booster activated
worldpay.com,Computer and Technology,0,Good
wickes.co.uk,Retail,1,Excellent
uk.webhelp.com,Business Services,0,Good
richemont.com,Retail,5,Excellent
getinge.com,Health Care,0,Excellent
rsm.global,Finance,0,Good
tpicap.com,Finance,3,Excellent
voyagecare.com,Health Care,1,Excellent
teleperformance.com,Business Services,5,Excellent
cigna.com,Entertainment,5,Booster activated
stolt.com,Information Technology,0,Good
crewlink.ie,Manufacturing,0,Good
wensink.nl,Aviation,0,Good
